node_id,node_type,name,title,chapter_number,subsection_number,subsection_label,content
169,Example,,,3,37,3.37,"promotion agent acting for a trader promotes the sale of discounted buffet coupons at $128 each. The agent tells a consumer that $128 is the only payment required for a coupon. The consumer gives his personal details and his permission to pay for the transaction by credit card to the agent, who only then informs the consumer that to be eligible for the discounted offer, an amount of $1,536 (i.e. $128 x 12 coupons) has to be paid in advance. The agent may have committed the offence of misleading omission."
170,Example,,,3,38,3.38,"fitness centre encourages its customers to renew their service contracts by offering them a very favourable monthly plan. However, the manager of the centre omits to inform the customers that the new contract will last for 15 years and early termination is subject to a penalty. The average consumer is likely to take a different decision if he knows he would be bound for such a long period of time. Omitting the period of a contract and termination penalty is likely considered to be a misleading omission offence."
171,Example,,,3,39,3.39,"repair service, traders should inform their customers in advance of the calculation of the fees, including whether fees are required for the testing and inspection work before the repair service is commenced. Some traders sell second-hand, reconditioned goods or parallel imports and are not able to provide after-sale services such as maintenance as comprehensively as those offered by the authorized dealer or the original manufacturer. Failing to disclose such information prior to the sale of goods would likely contravene the offence of misleading omission. Failure to identify the commercial intent of a commercial practice"
172,Example,,,3,4,3.4,"fashion retailer with over 200 stores in Hong Kong advertises in a newspaper for its new collection. Given the space limitation of a newspaper advertisement, it is not practicable to list the addresses of all stores, and so the retailer includes in the advertisement its website address and enquiry hotline to enable consumers to check the store locations easily. It is unlikely for the non-inclusion of the store addresses in the advertisement to constitute the offence of misleading omissions."
173,Example,,,3,40,3.40,"the presence of a price often notifies the commercial intent of the advertisement, or a TV advertisement is clearly perceived to be promoting a product), the commercial intent of an “advertorial” may not be readily apparent if it does not make clear that it is an advertisement. For example, its way of presentation may make it hardly distinguishable from the rest of the publication in which it appears."
174,Example,,,3,42,3.42,"beauty company instructs its employees or a blogging agent to post on various online forums and social networking websites very favourable comments to promote its services. The comments are posted under a disguise as consumers who have patronized the services before. If such non-disclosure of the commercial intent causes or is likely to cause the average consumer to make a transactional decision that the consumer would not have made otherwise, this practice may constitute a misleading omission offence."
175,Example,,,3,42,3.42,"company launched a series of health seminars at a community hall targeting senior citizens and offered free gifts to them. The elderly might be enticed to join the seminars to learn more about health maintenance. The attendees were not told that the organizer of the seminar was the company which sold health products nor that the company intended to introduce and promote its health products at the seminars. At the seminars, the speaker kept persuading the attendees that the company’s health products were the best for maintaining their health. If not being informed of the company’s commercial intent may cause the elderly to make a transactional decision that they would not have made otherwise, the company’s practice may constitute the misleading omissions offence. 27 4. AGGRESSIVE COMMERCIAL PRACTICES Traders must not use harassment, coercion, and undue influence to restrict or impair the freedom of choice or conduct of consumers, which will cause or likely cause consumers to make a transactional decision that would not have been made otherwise."
176,Example,,,3,8,3.8,"For a Japanese language life-style magazine, the main characteristics of an average consumer of the target group may likely be someone who can read Japanese. On the other hand, the target group of a Japanese magazine for children, and hence the characteristics of an average consumer of that group, can be very different."
177,Example,,,3,8,3.8,"Certain retail shops registered with the Tourist Industries Council predominantly serve Mainland tourists. The characteristics of Mainland tourists, such as their knowledge of marketing practices commonly adopted in Hong Kong, may be different from those of the Hong Kong residents. If a commercial practice is held to be directed to Mainland tourists as a particular group, in the determination of whether the practice amounts to a misleading omission or an aggressive commercial practice, it is the characteristics of the average member of this group which should be taken as the benchmark for assessing the practice’s impact."
178,Example,,,3,8,3.8,"Different television programmes aim at reaching different target audiences and the programmes are broadcast in different timeslots to maximize their impacts on the target audiences. For example, television advertisements on toys broadcast during children’s programmes may likely be considered as being directed to children (and/or their parents)."
179,Example,,,3,8,3.8,Consumers who need to use corrective lens might be considered as a target group in relation to advertising claims about corrective lens with built-in sun-glasses function. 16 Average member of a vulnerable group of consumers
180,Example,,,4,3,4.3,is the use of personally abusive or obscene language that has the effect of humiliating a consumer or subjecting a consumer to fears over his own safety or the safety of his next of kin and prejudicing his freedom of choice. Undue influence
181,Example,,,4,4,4.4,"mechanic has a consumer’s car at his garage and has done more work on the car than agreed. He refused to return the car to the consumer until he was paid in full for the work. The mechanicdid not check with the consumer before he went ahead with the extra work.  As the mechanic has the car, he has power over the consumer’s decision to pay for the unauthorized work.  He has exploited his position of power, by demanding payment for doing more than was agreed and refusing to return the car until the consumer has paid for all the work.  The mechanic could be liable for exercising undue influence on and/or coercion of the consumer."
182,Example,,,4,8,4.8,"beautician persuaded a consumer B to pay slimming treatment fees by several credit cards, claiming that payment by different credit cards would entitle her to more “fabulous offers”. B gave the beautician three credit cards which were then held in custody by the cashier. Twenty minutes later, when the slimming treatment was still in progress, the manageress of the beauty salon came into the treatment room and asked B if she was delighted with the treatment. B was embarrassed by the manageress’ abrupt move as her upper body was barely covered with body cream and ointment. The manageress and the beautician then kept promoting other slimming and beauty packages to B for more than 30 times during the two-hour treatment until B finally agreed to purchase one. B later changed her mind and asked for the cancellation of the transactions and return of her credit cards, but was denied unless she signed the agreements.    Both the manageress and the beautician may be liable for using harassment and undue influence."
183,Example,,,4,8,4.8,"Staff working in a private columbarium put pressure on a recently bereaved relative, who is looking for a funeral package and columbarium, to buy a more expensive package to avoid bringing bad fortune to him and other members of the family. This could amount to coercion or undue influence because the staff has exploited the misfortune of the bereaved relative to influence his decision at a time when he is in deep sorrow."
184,Example,,,4,8,4.8,"Two salespersons from a pay TV service provider conduct unsolicited doorstep marketing of pay TV services. They knock on the door of a flat late at night. An elderly man, who is alone in the flat and is woken up by the door knocking, opens the door. The two salespersons quickly enter into the flat and start promoting the pay TV services to the elderly man. Although the elderly man indicates that he is not interested in the services, the salespersons refuse to leave and keep on pressing him to sign the contract. The conduct of the salespersons is likely considered to be an aggressive commercial practice."
185,Example,,,4,8,4.8,"trader specialized in timeshare rights and long-term holiday products may offer its customers a three-day cooling-off period. However, many onerous or disproportionate non-contractual barriers arise when the customers try to exercise their contractual right to terminate the contract. For example, the termination form can only be obtained by fax or mail (not email) and the applicant is required to submit the duly completed form in person to a sub-office in Lamma Island during normal office hours. Traders are reminded that imposing these kinds of non-contractual barriers, even occurring after the commercial transaction, may amount to an aggressive commercial practice. 30 5. BAIT ADVERTISING When advertising products at a specified price, traders should ensure that the products are available for a reasonable period and in quantities that are reasonable."
186,Example,,,5,4,5.4,"sudden drop in temperature prompting a great number of consumers rushing for down jackets, are taken into account. In relation to the supply side, it is recognized that certain products are inherently limited in the quantities that could be made available 31 to meet a sudden upsurge in market demand, for"
187,Example,,,5,4,5.4,"perishables and other fast moving consumer goods the production of which is subject to capacity constraints. Further, constraints in replenishing supply that are beyond the traders’ control are considered."
188,Example,,,5,6,5.6,"new model of popular electronic gadget has been launched globally, but its supplier adopts the strategy of withholding information on the actual quantity available and limiting the overall supply to create a “queuing effect”. Before a local retailer decides to place an advertisement and accepts orders from customers, it should take into account factors such as size of the expected demand and past experience in dealing with the same supplier so as to ensure that the product will be available for a reasonable period and in a reasonable quantity. Nature of the advertisement"
189,Example,,,5,7,5.7,"Happy to Fly Airline is offering a special promotion of $299 for all flights to Malaysia during the coming Lunar New Year. This special promotion is advertised for a period of one week in multiple media and on the Internet. Compared with the prices charged by competing airlines for flights to the same destination during the same period, the promotional price is very attractive as it is about 70% less than those levied by competitors. Happy to Fly Airline conducted a similar 32 promotion last year, setting the prices of tickets at about half of competitors’. Eventually, over 3,500 tickets were sold. The seats available this time however are only 500. Happy to Fly Airline may be held to have committed the offence of bait advertising as there are no reasonable grounds for believing that it will be able to offer for supply the air tickets at the promotional price for a period that is, and in quantities that are, reasonable, in the light of the nature of the market and that of the advertisement."
190,Example,,,5,7,5.7,"computer firm participating in the annual computer festival creates media hype by offering its notebook computer for sale at an attractive price of $2,000 when other firms sell the same model at $5,000. Two weeks prior to the event, the firm started to advertise the attractive offer in one local major newspaper and on the company’s website. This is the second year the computer firm participates in the festival and last time, it advertized in a similar manner and sold 50 notebook computers of similar model at $2,000 when the market price was $4,000. On the first day of this event, a consumer goes to the shop and finds the firm has sold all its stock of 10 computers. The firm may be held to have committed the offence of bait advertising as there are no reasonable grounds for believing that it will be able to offer for supply the computer at the promotional price for a period that is, and in quantities that are, reasonable, in the light of the nature of the market and that of the advertisement. Situation where advertising is not considered as bait advertising"
191,Example,,,6,2,6.2,"trader advertises to sell a television at his shop window for $4,000, which is 30% less than the market price. He actually has no intention to sell the television he advertises. He only wants to use the advertisement as a bait to lure customers so that he can sell another television model. A consumer is attracted by the offer and orders one from the trader. However, the trader refuses to take the order and then refers the consumer to a different television model. If the trader is held to have intended to promote a product which is different from the one he offers to supply to consumers, he may commit an offence of bait and switch. 11 Please refer to paragraph 3.18 for the definition of invitation to purchase. 35 7. WRONGLY ACCEPTING PAYMENT A trader must not accept payments for a product if at the time of accepting the payments, he does not intend to supply it or intends to supply another materially different product, or if there are no reasonable grounds for believing that he will be able to supply the product at the agreed time or within a reasonable time."
192,Example,,,7,3,7.3,"An Internet service provider offers 100 Mbps and 10 Mbps broadband Internet access services to consumers in Hong Kong, but it does not have coverage of both types of services in every residential building. A consumer is attracted to the 100 Mbps service plan and calls the Internet service provider to make subscription to the 100 Mbps service. The telesales staff of the service provider receiving the call is aware that the consumer is residing in a building where only 10 Mbps broadband Internet access service can be provided to the residents. However, the telesales staff still secures a service contract with the customer for the provision of 100 Mbps service and accepts payment of the monthly fee from the consumer. In the end, the service provider provides 10 Mbps service to the consumer. The service provider is likely to have committed the offence of wrongly accepting payment as it does not have any intention to supply the 100 Mbps service, or only intends 36 to supply a service that is materially different from the 100 Mbps service, at the time of accepting payment."
193,Example,,,7,3,7.3,"restaurant advertises the sale of dining vouchers at a discounted price of $100. The condition of the voucher sets out that it should be redeemed within three months from the date of purchase. A total of 8,000 vouchers are eventually sold within a week. However, the restaurant has a capacity of 20 seats only. It is impossible for all vouchers to be deemed (even after discounting normal wastages) within the validity period of three months. The restaurant may have committed the offence of wrongly accepting payment because at the time of accepting payments for the vouchers, there are no reasonable grounds for believing that it can deliver the specified dining services within the specified time."
194,Example,,,7,3,7.3,"consumer intends to purchase a Country J-made 46’LCD 3D TV set from an AV shop. The requested model has been sold out and its availability of replenishment is not known. It was also widely reported that there was a natural disaster near the production facilities in Country J that had caused serious damages to the road facilities and power supply system of the area, and the stock replenishment process might take much longer than usual. The AV shop accepts deposit from the consumer and undertook to deliver the TV in three days. The AV shop may be liable for the offence of wrongly accepting payment, if it is held that the circumstances are such that there are no reasonable grounds for believing that it can deliver the TV within the specified time at the time of accepting payment. It may be a plausible defence under section 26(1) (please refer to paragraphs 7.6 and 8.7 below) for the shop if it had checked with its wholesaler the availability of the model and the expected delivery time prior to accepting the deposit from consumers. Reasonable time"
195,Example,,,7,5,7.5,"beauty salon promotes its service plan for facial treatment at a very competitive price to new customers. Despite the fact that there are insufficient dedicated equipment and trained beauticians for providing the treatments, the salon oversells its service plan to its customers. When the customers request the facial treatment, the salon can only provide the service after 6 months (an unreasonable time). The salon may be held liable for the offence of wrongly accepting payment, as at the time of accepting payment, there are no reasonable grounds for believing that the beauty salon will be able to provide the facial treatment within a reasonable period of time. Additional defence"
196,Example,,,8,2,8.2,"trader employs a team of sales staff to promote a product. Although a trader has promulgated detailed guidance with respect to compliance with the fair trading sections and company marketing policy/procedures, the management of the trader may still be liable for an offence committed by its staff if it is proven that the offence was committed with the management’s consent or connivance (e.g. the trader does not monitor whether the company’s marketing policy/procedures are adhered to or turns a blind eye as to the sales staff’s actual conduct)."
197,Example,,,8,7,8.7,tutorial company may involve in the inaccurate promotion of certain tutor relating to their tutorial service and the advertisement claims that the tutor possesses certain academic qualification which is in fact untrue. The tutorial school might be acquitted if sufficient evidence is adduced and adequate notice in writing is given and served on the prosecutor to show that the false academic qualification claim was made upon reliance on the information supplied by the tutor and the company took all reasonable steps to ascertain the accuracy of the tutor’s qualification including a reference check with the relevant university or institution and exercising all due diligence to check the false information.


227,ThemePhrase,pricing,pricing - 1.1,1,1,1.1,"Generally speaking, the fair trading sections apply to commercial practices directly connected with the sale or supply or promotion of goods or services by traders to consumers (i.e."
228,ThemePhrase,pricing,pricing - 2.14,2,14,2.14,Price is one of the most important pieces of information that can influence the purchasing decision of the consumer.
229,ThemePhrase,pricing,pricing - 2.15,2,15,2.15,It is not uncommon for traders to make price comparisons as a commercial practice.
230,ThemePhrase,pricing,pricing - 2.16,2,16,2.16,Traders who use such terms should make sure that the price reduction or discount is genuine.
231,ThemePhrase,pricing,pricing - 2.17,2,17,2.17,"Manufacturers or suppliers may set recommended retail prices (RRPs) (or use such terms as “standard price”, “reference price” or “intended price”) for certain products."
232,ThemePhrase,pricing,pricing - 2.18,2,18,2.18,"If the offer is limited to a price matching promise, traders should make it clear."
233,ThemePhrase,pricing,pricing - 2.19,2,19,2.19,General notices of “half-price sale for all items” should be avoided if in fact the sale is not applicable to certain products in the shop.
234,ThemePhrase,pricing,pricing - 2.20,2,20,2.20,The price advertised should tally with the actual selling price at the point of sale or checkout.
235,ThemePhrase,pricing,pricing - 3.14,3,14,3.14,"Section 2(1) defines transactional decision as “any decision made by a consumer, whether it is to act or to refrain from acting, concerning (a)..."
236,ThemePhrase,pricing,pricing - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
237,ThemePhrase,pricing,pricing - 3.23,3,23,3.23,"If traders are making an invitation to purchase, but are unable to actually tell consumers the full price including tax or postal charges because the..."
238,ThemePhrase,pricing,pricing - 3.24,3,24,3.24,Any additional charges that come with the supply of the goods or services should be clearly communicated to consumers before they make the purchase.
239,ThemePhrase,pricing,pricing - 3.32,3,32,3.32,"In most circumstances, the price and unit of sale of the product are material information."
240,ThemePhrase,pricing,pricing - 3.37,3,37,3.37,Traders should clearly inform consumers of the price of products and how the price and any discount available are calculated before the consumers decide whether or not to buy or acquire them.
241,ThemePhrase,pricing,pricing - 5.1,5,1,5.1,Section 13G prohibits a trader from advertising goods or services at a specified price if there are no reasonable grounds for believing that the...
242,ThemePhrase,pricing,pricing - 5.2,5,2,5.2,The prohibition seeks to forbid traders from enticing consumers by advertising goods or services at an exceedingly attractive price but making them...
243,ThemePhrase,pricing,pricing - 5.4,5,4,5.4,"In examining the nature of the market, both the supply and demand sides in relation to the subject goods or services are considered."
244,ThemePhrase,pricing,pricing - 5.7,5,7,5.7,"As stated in paragraph 5.4 above, the size of the consumer demand for the advertised goods or services is generally subject to the extent of the..."
245,ThemePhrase,advertising,advertising - 1.2,1,2,1.2,"The term “commercial practice” is defined under section 2 as “any act, omission, course of conduct, representation or commercial communication..."
246,ThemePhrase,advertising,advertising - 2.10,2,10,2.10,A false claim of accreditation may constitute the offence of false trade description.
247,ThemePhrase,advertising,advertising - 2.11,2,11,2.11,"In order to attract the attention of consumers, it is common for traders to engage celebrities in product promotion activities."
248,ThemePhrase,advertising,advertising - 2.21,2,21,2.21,Claims should not be false or misleading to a material degree.
249,ThemePhrase,advertising,advertising - 2.22,2,22,2.22,"Visual promotional gimmick is commonly used to demonstrate the efficacy of slimming products, diet regimes, cosmetic creams and products and hair treatments."
250,ThemePhrase,advertising,advertising - 2.23,2,23,2.23,The TDO prohibits false or misleading claims in advertisements.
251,ThemePhrase,advertising,advertising - 2.28,2,28,2.28,Some advertisements may include such puffery claims as “the best” and “the most popular”.
252,ThemePhrase,advertising,advertising - 2.29,2,29,2.29,"Nevertheless, these claims should be used with caution when they are used with quantifiable standards or reference, for example, “the best-selling book in 2011”."
253,ThemePhrase,advertising,advertising - 3.20,3,20,3.20,Examples of invitations to purchase include a price label on a product displayed in a shop; an automobile advertisement in a newspaper that...
254,ThemePhrase,advertising,advertising - 3.4,3,4,3.4,"Thus, if it is impracticable for traders to provide all the necessary information to consumers due to limitations of the communication medium..."
255,ThemePhrase,advertising,advertising - 3.41,3,41,3.41,"The genuine engagement of celebrities in product promotions is a legitimate practice, but a trader may commit a misleading omission offence if he..."
256,ThemePhrase,advertising,advertising - 3.42,3,42,3.42,A trader may also commit a misleading omission offence if he or his agent disguises himself as a consumer and posts comments using pseudonyms in...
257,ThemePhrase,consumer_protection,consumer_protection - 1.4,1,4,1.4,They apply to both “business-to-consumer” and “business-to-business” conduct.
258,ThemePhrase,consumer_protection,consumer_protection - 10.1,10,1,10.1,Aggrieved consumers may seek restorative justice under section 36 whereby they may institute private actions for damages if they have suffered loss...
259,ThemePhrase,consumer_protection,consumer_protection - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
260,ThemePhrase,consumer_protection,consumer_protection - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
261,ThemePhrase,consumer_protection,consumer_protection - 3.14,3,14,3.14,A decision to terminate a service in accordance with the relevant provisions in the service contract is also a transactional decision.
262,ThemePhrase,consumer_protection,consumer_protection - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
263,ThemePhrase,consumer_protection,consumer_protection - 3.16,3,16,3.16,"Section 13E(5) provides that material information means, inter alia, the information that the average consumer needs, according to the context, to make an informed transactional decision."
264,ThemePhrase,consumer_protection,consumer_protection - 3.17,3,17,3.17,More information will be needed for sophisticated products (such as electronic products and vehicles) for the average consumer to make an informed transactional decision.
265,ThemePhrase,consumer_protection,consumer_protection - 3.21,3,21,3.21,"Section 13E(4) provides that if a commercial practice is an invitation to purchase, the following information is regarded as material and must be..."
266,ThemePhrase,consumer_protection,consumer_protection - 3.25,3,25,3.25,"In making an invitation to purchase, a trader should cause consumers to be informed of any right of cancelling a transaction."
267,ThemePhrase,consumer_protection,consumer_protection - 3.38,3,38,3.38,Duration of contract can also be material information.
268,ThemePhrase,consumer_protection,consumer_protection - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
269,ThemePhrase,consumer_protection,consumer_protection - 9.6,9,6,9.6,CONSUMER REDRESS
270,ThemePhrase,enforcement,enforcement - 2.30,2,30,2.30,The general defences are stipulated under sections 26(1) and 27 for all fair trading sections (please refer to paragraphs 8.7 – 8.9 below).
271,ThemePhrase,enforcement,enforcement - 5.10,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional..."
272,ThemePhrase,enforcement,enforcement - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
273,ThemePhrase,enforcement,enforcement - 8.7,8,7,8.7,The TDO puts in place general defences for the person charged of the offences under the TDO.
274,ThemePhrase,enforcement,enforcement - 8.9,8,9,8.9,"Section 27 provides that in proceedings for an offence committed by the publication of an advertisement, a person might be acquitted if sufficient..."
275,ThemePhrase,enforcement,enforcement - 9.1,9,1,9.1,Criminal prosecution may be instigated for contraventions of the fair trading sections.
276,ThemePhrase,enforcement,enforcement - 9.2,9,2,9.2,"With the introduction of the compliance-based mechanism 12, C&ED and OFCA are empowered to draw on civil measures viz."
277,ThemePhrase,enforcement,enforcement - 9.3,9,3,9.3,"Authorized Officers may carry out their duties in various ways, including inspection, sampling, test-purchasing, testing, detention of suspicious..."
278,ThemePhrase,enforcement,enforcement - 9.4,9,4,9.4,"C&ED, as the principal agency to enforce the TDO, has a full spectrum of enforcement powers13."
279,ThemePhrase,enforcement,enforcement - 9.5,9,5,9.5,"If individuals or traders obstruct Authorized Officers in the performance of their lawful duties, they may be liable to prosecution under section 17."
280,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.10,3,10,3.10,"Infirmity (mental or physical) covers a range of infirmities including sensory impairment, limited mobility and other disabilities."
281,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.11,3,11,3.11,Age may be appropriate to consider a practice from the perspective of an older or younger consumer.
282,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.12,3,12,3.12,Credulity covers groups of consumers who may more readily believe specific claims.
283,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.6,3,6,3.6,It is the notional average consumer whom the commercial practice reaches or to whom it is directed that is relevant.
284,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.8,3,8,3.8,"In determining the effect on the average consumer of a commercial practice that is directed to a particular group of consumers, it is the material..."
285,ThemePhrase,vulnerable_groups,vulnerable_groups - 3.9,3,9,3.9,It is not necessary that the trader actually foresees the effect (or likely effect) on the vulnerable group; it is sufficient if he could reasonably be expected to do so.
286,ThemePhrase,product_information,product_information - 2.1,2,1,2.1,It is also an offence for any person to have in his possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied.
287,ThemePhrase,product_information,product_information - 2.10,2,10,2.10,A false claim of accreditation may constitute the offence of false trade description.
288,ThemePhrase,product_information,product_information - 2.21,2,21,2.21,False or misleading claims on the effectiveness of a product without sufficient supporting (mainly scientific) evidence may constitute an offence of false trade descriptions.
289,ThemePhrase,product_information,product_information - 2.23,2,23,2.23,"However, the advertised product does not fall within the definition of medicine under the Pharmacy and Poisons Ordinance and cannot be registered as a medicine in Hong Kong."
290,ThemePhrase,product_information,product_information - 2.5,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading,..."
291,ThemePhrase,product_information,product_information - 2.6,2,6,2.6,5 A trade description which indicates the fineness of gold is an exception.
292,ThemePhrase,product_information,product_information - 2.7,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading."
293,ThemePhrase,product_information,product_information - 2.9,2,9,2.9,Inaccurate information relating to the availability of a product for supply may be an offence.
294,ThemePhrase,misleading_omissions,misleading_omissions - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
295,ThemePhrase,misleading_omissions,misleading_omissions - 3.1,3,1,3.1,"Traders have the primary responsibility of providing accurate, truthful and pertinent'"
296,ThemePhrase,misleading_omissions,misleading_omissions - 3.18,3,18,3.18,to 3.25.
297,ThemePhrase,misleading_omissions,misleading_omissions - 3.2,3,2,3.2,Section 13E(1) provides that a trader who engages in relation to a consumer in a commercial practice that is a misleading omission commits an offence.
298,ThemePhrase,misleading_omissions,misleading_omissions - 3.31,3,31,3.31,"Omitting or hiding material information is misleading omission in contravention of section 13E if as a result, it causes, or is likely to cause, the..."
299,ThemePhrase,misleading_omissions,misleading_omissions - 3.34,3,34,3.34,"Provision of material information in a manner that is unclear, unintelligible, ambiguous is a misleading omission in breach of section 13E, if it..."
300,ThemePhrase,misleading_omissions,misleading_omissions - 3.35,3,35,3.35,"Material information should be provided in a clear, intelligible and unambiguous manner, unless apparent from the context."
301,ThemePhrase,misleading_omissions,misleading_omissions - 3.37,3,37,3.37,"Provision of material information in an untimely manner is also a misleading omission in breach of section 13E, if it causes, or is likely to cause,..."
302,ThemePhrase,trade_descriptions,trade_descriptions - 2.1,2,1,2.1,It is also an offence for any person to have in his possession for sale or for any purpose of trade or manufacture any goods to which a false trade description is applied.
303,ThemePhrase,trade_descriptions,trade_descriptions - 2.10,2,10,2.10,A false claim of accreditation may constitute the offence of false trade description.
304,ThemePhrase,trade_descriptions,trade_descriptions - 2.11,2,11,2.11,Please also refer to paragraph 3.41 for more details for avoiding the commission of the offence of misleading omissions.
305,ThemePhrase,trade_descriptions,trade_descriptions - 2.3,2,3,2.3,"Section 2 defines “trade description” to mean an indication, direct or indirect, and by whatever means given, with respect to the goods or services..."
306,ThemePhrase,trade_descriptions,trade_descriptions - 2.5,2,5,2.5,"Section 2 defines “false trade description” as a trade description which is false to a material degree; or which, though not false, is misleading,..."
307,ThemePhrase,trade_descriptions,trade_descriptions - 2.6,2,6,2.6,"To amount to a false trade description, the falsity of the trade descriptions has to be to a material degree."
308,ThemePhrase,trade_descriptions,trade_descriptions - 2.7,2,7,2.7,"A trade description is also a false trade description if it, though not false, is misleading."
309,ThemePhrase,transactional_decisions,transactional_decisions - 3.13,3,13,3.13,"In other words, the effect or the likely effect on the average consumer’s transactional decision is critical."
310,ThemePhrase,transactional_decisions,transactional_decisions - 3.14,3,14,3.14,A decision to terminate a service in accordance with the relevant provisions in the service contract is also a transactional decision.
311,ThemePhrase,transactional_decisions,transactional_decisions - 3.15,3,15,3.15,"It is sufficient if the commercial practice causes, or is likely to cause, the average consumer to make a transactional decision that he would not have made but for the commercial practice."
312,ThemePhrase,transactional_decisions,transactional_decisions - 3.5,3,5,3.5,"For a commercial practice described in paragraph 3.2(a) to (c) to amount to a misleading omission, it has to “cause or [be] likely to cause the..."
313,ThemePhrase,transactional_decisions,transactional_decisions - 4.1,4,1,4.1,"Under section 13F(2), “a commercial practice is aggressive if, in its factual context, taking account of all of its features and circumstances, (a)..."
314,ThemePhrase,transactional_decisions,transactional_decisions - 4.6,4,6,4.6,It applies to a wide range of transactional decisions.
315,ThemePhrase,defences,defences - 2.30,2,30,2.30,The general defences are stipulated under sections 26(1) and 27 for all fair trading sections (please refer to paragraphs 8.7 – 8.9 below).
316,ThemePhrase,defences,defences - 5.10,5,10,5.10,"Besides the general defence under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides additional..."
317,ThemePhrase,defences,defences - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
318,ThemePhrase,defences,defences - 7.7,7,7,7.7,Section 26B(2) provides a further additional defence for an offence of wrongly accepting payment under section 13I(2)(c).
319,ThemePhrase,defences,defences - 8.7,8,7,8.7,The TDO puts in place general defences for the person charged of the offences under the TDO.
320,ThemePhrase,defences,defences - 8.8,8,8,8.8,It is for a court of law to judge whether a trader has taken all reasonable precautions and exercised all due diligence in individual cases.
321,ThemePhrase,defences,defences - 8.9,8,9,8.9,Specific and additional defence
322,ThemePhrase,payment_obligations,payment_obligations - 1.3,1,3,1.3,"Commercial practice, as defined, may include traders’ activities like promotion sales, offers of discounts, price reduction, offer of free gifts or..."
323,ThemePhrase,payment_obligations,payment_obligations - 1.7,1,7,1.7,"The fair trading sections of section 13E (on misleading omissions), section 13F (on aggressive commercial practices), section 13G (on bait..."
324,ThemePhrase,payment_obligations,payment_obligations - 7.1,7,1,7.1,"To boost business, some traders offer discounts for pre-payments, especially in bulk purchases."
325,ThemePhrase,payment_obligations,payment_obligations - 7.2,7,2,7.2,"Under section 13I(1), a trader who engages in relation to a consumer a commercial practice that constitutes wrongly accepting payment for a product commits an offence."
326,ThemePhrase,payment_obligations,payment_obligations - 7.3,7,3,7.3,"In order to establish an offence under the section, it is necessary to prove that at the time of accepting payment or other consideration for a..."
327,ThemePhrase,payment_obligations,payment_obligations - 7.5,7,5,7.5,"Traders should always ensure that they have sufficient staff, equipment and facilities to meet the demand of consumers prior to accepting pre-payment..."
328,ThemePhrase,payment_obligations,payment_obligations - 7.6,7,6,7.6,"Besides the general defence available under section 26(1) for all fair trading sections (please refer to paragraph 8.7 below), the TDO also provides..."
329,ThemePhrase,liability_parties,liability_parties - 1.5,1,5,1.5,Please refer to Chapter 8 for further details on the liability of parties involved.
330,ThemePhrase,liability_parties,liability_parties - 8.1,8,1,8.1,Liability of management
331,ThemePhrase,liability_parties,liability_parties - 8.2,8,2,8.2,"To establish their liability, it is necessary to prove that the offence has been committed with their consent or connivance or was attributable to their neglect."
332,ThemePhrase,liability_parties,liability_parties - 8.3,8,3,8.3,Employees and agents of a trader
333,ThemePhrase,liability_parties,liability_parties - 8.4,8,4,8.4,"the shop), then the act and intent of the agent can be imputed to the corporation under the rule of principal and agent."
334,ThemePhrase,liability_parties,liability_parties - 8.5,8,5,8.5,An agent’s knowledge is imputed to the corporation where the agent is acting within the scope of his authority and where the knowledge relates to matters within the scope of that authority.
335,ThemePhrase,liability_parties,liability_parties - 8.6,8,6,8.6,The existence of an agent means that consumers do not always deal with the actual product supplier directly.
336,ThemePhrase,services_after_sales,services_after_sales - 1.3,1,3,1.3,"Commercial practice, as defined, may include traders’ activities like promotion sales, offers of discounts, price reduction, offer of free gifts or..."
